index,word,levelNumber,context,writtenFrequencyPerMillion,spokenFrequencyPerMillion,frequencyPerMillion,zhuyin,pinyin
11811,門房,7,,4,0,4,ㄇㄣˊ ㄈㄤˊ,mén fáng
11812,門縫,7,,4,1,5,ㄇㄣˊ ㄈㄥˋ,mén fèng
11813,門徑,7,,2,0,2,ㄇㄣˊ ㄐㄧㄥˋ,mén jìng
11814,門路,7,,2,1,3,ㄇㄣˊ ㄌㄨˋ,mén lù
11815,悶氣,7,,3,2,5,ㄇㄣˋ ㄑㄧˋ,mèn qì
11816,捫心自問,7,,2,1,3,ㄇㄣˊ ㄒㄧㄣ ㄗˋ ㄨㄣˋ,mén xīn zì wèn
11817,蒙,7,,29,8,37,ㄇㄥˊ,méng
11818,蒙蔽,7,,4,1,5,ㄇㄥˊ ㄅㄧˋ,méng bì
11819,猛攻,7,,4,1,5,ㄇㄥˇ ㄍㄨㄥ,měng gōng
11820,盟軍,7,,4,2,6,ㄇㄥˊ ㄐㄩㄣ,méng jūn
11821,夢寐以求,7,,5,1,6,ㄇㄥˋ ㄇㄟˋ ㄧˇ ㄑㄧㄡˊ,mèng mèi yǐ qiú
11822,萌生,7,,4,2,6,ㄇㄥˊ ㄕㄥ,méng shēng
11823,蒙受,7,,4,2,6,ㄇㄥˊ ㄕㄡˋ,méng shòu
11824,猛獸,7,,5,2,7,ㄇㄥˇ ㄕㄡˋ,měng shòu
11825,夢鄉,7,,4,1,5,ㄇㄥˋ ㄒㄧㄤ,mèng xiāng
11826,蒙羞,7,,2,0,2,ㄇㄥˊ ㄒㄧㄡ,méng xiū
11827,萌芽,7,,7,9,16,ㄇㄥˊ ㄧㄚˊ,méng yá
11828,夢魘,7,,6,3,9,ㄇㄥˋ ㄧㄢˇ,mèng yǎn
11829,夢遊,7,,4,1,5,ㄇㄥˋ ㄧㄡˊ,mèng yóu
11830,密布,7,,3,2,5,ㄇㄧˋ ㄅㄨˋ,mì bù
11831,謎底,7,,2,1,3,ㄇㄧˊ ㄉㄧˇ,mí dǐ
11832,祕方/秘方,7,,6,7,13,ㄇㄧˋ ㄈㄤ,mì fāng
11833,迷濛,7,,3,0,3,ㄇㄧˊ ㄇㄥˊ,mí méng
11834,密密麻麻,7,,5,7,12,ㄇㄧˋ ㄇㄧˋ ㄇㄚˊ ㄇㄚˊ,mì mì má má
11835,密謀,7,,4,1,5,ㄇㄧˋ ㄇㄡˊ,mì móu
11836,覓食,7,,6,9,15,ㄇㄧˋ ㄕˊ,mì shí
11837,密室,7,,3,1,4,ㄇㄧˋ ㄕˋ,mì shì
11838,謎題,7,,3,2,5,ㄇㄧˊ ㄊㄧˊ,mí tí
11839,迷途,7,,3,3,6,ㄇㄧˊ ㄊㄨˊ,mí tú
11840,謎團,7,,6,0,6,ㄇㄧˊ ㄊㄨㄢˊ,mí tuán
11841,迷惘,7,,7,3,10,ㄇㄧˊ ㄨㄤˇ,mí wǎng
11842,迷霧,7,,4,1,5,ㄇㄧˊ ㄨˋ,mí wù
11843,密友,7,,3,1,4,ㄇㄧˋ ㄧㄡˇ,mì yǒu
11844,謎語,7,,3,0,3,ㄇㄧˊ ㄩˇ,mí yǔ
11845,面板,7,,2,5,7,ㄇㄧㄢˋ ㄅㄢˇ,miàn bǎn
11846,面紅耳赤,7,,3,1,4,ㄇㄧㄢˋ ㄏㄨㄥˊ ㄦˇ ㄔˋ,miàn hóng ěr chì
11847,緬懷,7,,3,5,8,ㄇㄧㄢˇ ㄏㄨㄞˊ,miǎn huái
11848,面頰,7,,5,0,5,ㄇㄧㄢˋ ㄐㄧㄚˊ,miàn jiá
11849,勉力,7,,3,1,4,ㄇㄧㄢˇ ㄌㄧˋ,miǎn lì
11850,勉勵,7,,4,7,11,ㄇㄧㄢˇ ㄌㄧˋ,miǎn lì
11851,綿綿,7,,3,8,11,ㄇㄧㄢˊ ㄇㄧㄢˊ,mián mián
11852,面面相覷,7,,5,0,5,ㄇㄧㄢˋ ㄇㄧㄢˋ ㄒㄧㄤ ㄑㄩˋ,miàn miàn xiāng qù
11853,靦腆,7,,4,4,8,ㄇㄧㄢˇ ㄊㄧㄢˇ,miǎn tiǎn
11854,麵條,7,,6,4,10,ㄇㄧㄢˋ ㄊㄧㄠˊ,miàn tiáo
11855,綿延,7,,7,12,19,ㄇㄧㄢˊ ㄧㄢˊ,mián yán
11856,綿羊,7,,5,2,7,ㄇㄧㄢˊ ㄧㄤˊ,mián yáng
11857,免職,7,,4,1,5,ㄇㄧㄢˇ ㄓˊ,miǎn zhí
11858,描,7,,3,1,4,ㄇㄧㄠˊ,miáo
11859,妙計,7,,4,2,6,ㄇㄧㄠˋ ㄐㄧˋ,miào jì
11860,渺茫,7,,4,2,6,ㄇㄧㄠˇ ㄇㄤˊ,miǎo máng
11861,廟堂,7,,3,0,3,ㄇㄧㄠˋ ㄊㄤˊ,miào táng
11862,苗頭,7,,2,1,3,ㄇㄧㄠˊ ˙ㄊㄡ,miáo tou
11863,妙用,7,,3,2,5,ㄇㄧㄠˋ ㄩㄥˋ,miào yòng
11864,瞄準,7,,6,2,8,ㄇㄧㄠˊ ㄓㄨㄣˇ,miáo zhǔn
11865,滅頂,7,,2,1,3,ㄇㄧㄝˋ ㄉㄧㄥˇ,miè dǐng
11866,蔑視,7,,5,2,7,ㄇㄧㄝˋ ㄕˋ,miè shì
11867,民情,7,,4,4,8,ㄇㄧㄣˊ ㄑㄧㄥˊ,mín qíng
11868,民謠,7,,6,1,7,ㄇㄧㄣˊ ㄧㄠˊ,mín yáo
11869,明朝,7,,37,8,45,ㄇㄧㄥˊ ㄔㄠˊ,míng cháo
11870,名次,7,,3,3,6,ㄇㄧㄥˊ ㄘˋ,míng cì
11871,名額,7,,4,3,7,ㄇㄧㄥˊ ㄜˊ,míng é
11872,名副其實,7,,4,2,6,ㄇㄧㄥˊ ㄈㄨˋ ㄑㄧˊ ㄕˊ,míng fù qí shí
11873,名號,7,,7,4,11,ㄇㄧㄥˊ ㄏㄠˋ,míng hào
11874,名家,7,,7,2,9,ㄇㄧㄥˊ ㄐㄧㄚ,míng jiā
11875,鳴叫,7,,4,2,6,ㄇㄧㄥˊ ㄐㄧㄠˋ,míng jiào
11876,明快,7,,3,1,4,ㄇㄧㄥˊ ㄎㄨㄞˋ,míng kuài
11877,明朗,7,,5,4,9,ㄇㄧㄥˊ ㄌㄤˇ,míng lǎng
11878,明理,7,,3,2,5,ㄇㄧㄥˊ ㄌㄧˇ,míng lǐ
11879,名列前茅,7,,3,3,6,ㄇㄧㄥˊ ㄌㄧㄝˋ ㄑㄧㄢˊ ㄇㄠˊ,míng liè qián máo
11880,明令,7,,3,1,4,ㄇㄧㄥˊ ㄌㄧㄥˋ,míng lìng
11881,名流,7,,7,1,8,ㄇㄧㄥˊ ㄌㄧㄡˊ,míng liú
11882,命脈,7,,3,4,7,ㄇㄧㄥˋ ㄇㄞˋ,mìng mài
11883,明媚,7,,2,1,3,ㄇㄧㄥˊ ㄇㄟˋ,míng mèi
11884,名門,7,,6,0,6,ㄇㄧㄥˊ ㄇㄣˊ,míng mén
11885,名目,7,,3,1,4,ㄇㄧㄥˊ ㄇㄨˋ,míng mù
11886,明目張膽,7,,3,1,4,ㄇㄧㄥˊ ㄇㄨˋ ㄓㄤ ㄉㄢˇ,míng mù zhāng dǎn
11887,名勝,7,,3,2,5,ㄇㄧㄥˊ ㄕㄥˋ,míng shèng
11888,名士,7,,7,1,8,ㄇㄧㄥˊ ㄕˋ,míng shì
11889,明說,7,,3,0,3,ㄇㄧㄥˊ ㄕㄨㄛ,míng shuō
11890,命題,7,,7,1,8,ㄇㄧㄥˋ ㄊㄧˊ,mìng tí
11891,名望,7,,5,1,6,ㄇㄧㄥˊ ㄨㄤˋ,míng wàng
11892,名下,7,,4,1,5,ㄇㄧㄥˊ ㄒㄧㄚˋ,míng xià
11893,明證,7,,2,0,2,ㄇㄧㄥˊ ㄓㄥˋ,míng zhèng
11894,名正言順,7,,3,1,4,ㄇㄧㄥˊ ㄓㄥˋ ㄧㄢˊ ㄕㄨㄣˋ,míng zhèng yán shùn
11895,名作,7,,3,0,3,ㄇㄧㄥˊ ㄗㄨㄛˋ,míng zuò
11896,謎樣,7,,2,1,3,ㄇㄧˊㄧㄤˋ,míyàng
11897,膜拜,7,,4,1,5,ㄇㄛˊ ㄅㄞˋ,mó bài
11898,默不作聲,7,,4,0,4,ㄇㄛˋ ㄅㄨˊ ㄗㄨㄛˋ ㄕㄥ,mò bú zuò shēng
11899,莫測,7,,3,1,4,ㄇㄛˋ ㄘㄜˋ,mò cè
11900,摩登,7,,3,1,4,ㄇㄛˊ ㄉㄥ,mó dēng
11901,摸黑,7,,3,3,6,ㄇㄛ ㄏㄟ,mō hēi
11902,模稜兩可,7,,4,1,5,ㄇㄛˊ ㄌㄥˊ ㄌㄧㄤˇ ㄎㄜˇ,mó léng liǎng kě
11903,磨滅,7,,2,2,4,ㄇㄛˊ ㄇㄧㄝˋ,mó miè
11904,磨難,7,,4,2,6,ㄇㄛˊ ㄋㄢˋ,mó nàn
11905,漠然,7,,3,1,4,ㄇㄛˋ ㄖㄢˊ,mò rán
11906,驀然,7,,3,1,4,ㄇㄛˋ ㄖㄢˊ,mò rán
11907,默然,7,,4,1,5,ㄇㄛˋ ㄖㄢˊ,mò rán
11908,抹殺/抹煞,7,,6,1,7,ㄇㄛˇ ㄕㄚ,mǒ shā
11909,漠視,7,,4,5,9,ㄇㄛˋ ㄕˋ,mò shì
11910,末尾,7,,2,1,3,ㄇㄛˋ ㄨㄟˇ,mò wěi
11911,默許,7,,3,3,6,ㄇㄛˋ ㄒㄩˇ,mò xǔ
11912,模子,7,,3,2,5,ㄇㄛˊ ˙ㄗ,mó zi
11913,謀害,7,,5,1,6,ㄇㄡˊ ㄏㄞˋ,móu hài
11914,謀面,7,,2,1,3,ㄇㄡˊ ㄇㄧㄢˋ,móu miàn
11915,謀求,7,,6,2,8,ㄇㄡˊ ㄑㄧㄡˊ,móu qiú
11916,謀取,7,,2,1,3,ㄇㄡˊ ㄑㄩˇ,móu qǔ
11917,魔咒,7,,3,2,5,ㄇㄛˊㄓㄡˋ,mózhòu
11918,畝,7,,11,24,35,ㄇㄨˇ,mǔ
11919,牧場,7,,7,6,13,ㄇㄨˋ ㄔㄤˊ,mù cháng
11920,牡丹,7,,11,3,14,ㄇㄨˇ ㄉㄢ,mǔ dān
11921,募集,7,,3,8,11,ㄇㄨˋ ㄐㄧˊ,mù jí
11922,木偶,7,,4,5,9,ㄇㄨˋ ㄡˇ,mù ǒu
11923,暮色,7,,3,1,4,ㄇㄨˋ ㄙㄜˋ,mù sè
11924,目送,7,,5,1,6,ㄇㄨˋ ㄙㄨㄥˋ,mù sòng
11925,母體,7,,4,3,7,ㄇㄨˇ ㄊㄧˇ,mǔ tǐ
11926,母校,7,,3,4,7,ㄇㄨˇ ㄒㄧㄠˋ,mǔ xiào
11927,母性,7,,3,1,4,ㄇㄨˇ ㄒㄧㄥˋ,mǔ xìng
11928,目眩,7,,4,0,4,ㄇㄨˋ ㄒㄩㄢˋ,mù xuàn
11929,木樁,7,,3,2,5,ㄇㄨˋ ㄓㄨㄤ,mù zhuāng
11930,納粹,7,,14,5,19,ㄋㄚˋ ㄘㄨㄟˋ,nà cuì
11931,拿捏,7,,6,8,14,ㄋㄚˊ ㄋㄧㄝ,ná niē
11932,納稅,7,,3,1,4,ㄋㄚˋ ㄕㄨㄟˋ,nà shuì
11933,奈何,7,,5,0,5,ㄋㄞˋ ㄏㄜˊ,nài hé
11934,耐人尋味,7,,4,2,6,ㄋㄞˋ ㄖㄣˊ ㄒㄩㄣˊ ㄨㄟˋ,nài rén xún wèi
11935,耐用,7,,3,6,9,ㄋㄞˋ ㄩㄥˋ,nài yòng
11936,難纏,7,,4,1,5,ㄋㄢˊ ㄔㄢˊ,nán chán
11937,難產,7,,3,1,4,ㄋㄢˊ ㄔㄢˇ,nán chǎn
11938,難處,7,,3,1,4,ㄋㄢˊ ㄔㄨˇ/ㄋㄢˊ ㄔㄨˋ,nán chǔ/nán chù
11939,難當,7,,3,0,3,ㄋㄢˊ ㄉㄤ,nán dāng
11940,南瓜,7,,9,25,34,ㄋㄢˊ ㄍㄨㄚ,nán guā
11941,難能可貴,7,,4,5,9,ㄋㄢˊ ㄋㄥˊ ㄎㄜˇ ㄍㄨㄟˋ,nán néng kě guì
11942,男女老幼,7,,2,1,3,ㄋㄢˊ ㄋㄩˇ ㄌㄠˇ ㄧㄡˋ,nán nǚ lǎo yòu
11943,難上加難,7,,2,1,3,ㄋㄢˊ ㄕㄤˋ ㄐㄧㄚ ㄋㄢˊ,nán shàng jiā nán
11944,難為,7,,3,0,3,ㄋㄢˊ ㄨㄟˊ,nán wéi
11945,難言,7,,2,1,3,ㄋㄢˊ ㄧㄢˊ,nán yán
11946,南轅北轍,7,,3,3,6,ㄋㄢˊ ㄩㄢˊ ㄅㄟˇ ㄔㄜˋ,nán yuán běi chè
11947,囊括,7,,3,2,5,ㄋㄤˊ ㄍㄨㄚ,náng guā
11948,惱火,7,,5,0,5,ㄋㄠˇ ㄏㄨㄛˇ,nǎo huǒ
11949,腦殼,7,,3,0,3,ㄋㄠˇ ㄎㄜˊ,nǎo ké
11950,惱人,7,,4,2,6,ㄋㄠˇ ㄖㄣˊ,nǎo rén
11951,惱羞成怒,7,,3,1,4,ㄋㄠˇ ㄒㄧㄡ ㄔㄥˊ ㄋㄨˋ,nǎo xiū chéng nù
11952,內斂,7,,4,3,7,ㄋㄟˋ ㄌㄧㄢˋ,nèi liàn
11953,內陸,7,,5,18,23,ㄋㄟˋ ㄌㄨˋ,nèi lù
11954,內亂,7,,3,2,5,ㄋㄟˋ ㄌㄨㄢˋ,nèi luàn
11955,內人,7,,5,1,6,ㄋㄟˋ ㄖㄣˊ,nèi rén
11956,內省,7,,4,1,5,ㄋㄟˋ ㄒㄧㄥˇ,nèi xǐng
11957,內政,7,,4,5,9,ㄋㄟˋ ㄓㄥˋ,nèi zhèng
11958,能事,7,,3,0,3,ㄋㄥˊ ㄕˋ,néng shì
11959,能手,7,,2,1,3,ㄋㄥˊ ㄕㄡˇ,néng shǒu
11960,暱稱,7,,4,3,7,ㄋㄧˋ ㄔㄥ,nì chēng
11961,逆境,7,,6,13,19,ㄋㄧˋ ㄐㄧㄥˋ,nì jìng
11962,逆來順受,7,,3,1,4,ㄋㄧˋ ㄌㄞˊ ㄕㄨㄣˋ ㄕㄡˋ,nì lái shùn shòu
11963,逆流,7,,3,2,5,ㄋㄧˋ ㄌㄧㄡˊ,nì liú
11964,泥淖,7,,3,1,4,ㄋㄧˊ ㄋㄠˋ,ní nào
11965,泥濘,7,,5,4,9,ㄋㄧˊ ㄋㄧㄥˋ,ní nìng
11966,泥沙,7,,2,11,13,ㄋㄧˊ ㄕㄚ,ní shā
11967,溺死,7,,3,1,4,ㄋㄧˋ ㄙˇ,nì sǐ
11968,逆向,7,,3,2,5,ㄋㄧˋ ㄒㄧㄤˋ,nì xiàng
11969,泥沼,7,,2,1,3,ㄋㄧˊ ㄓㄠˇ,ní zhǎo
11970,拈,7,,3,0,3,ㄋㄧㄢˊ,nián
11971,年復一年,7,,4,1,5,ㄋㄧㄢˊ ㄈㄨˋ ㄧˋ ㄋㄧㄢˊ,nián fù yì nián
11972,年華,7,,4,1,5,ㄋㄧㄢˊ ㄏㄨㄚˊ,nián huá
11973,年事,7,,3,2,5,ㄋㄧㄢˊ ㄕˋ,nián shì
11974,黏土,7,,4,4,8,ㄋㄧㄢˊ ㄊㄨˇ,nián tǔ
11975,娘,7,,36,50,86,ㄋㄧㄤˊ,niáng
11976,裊裊,7,,2,1,3,ㄋㄧㄠˇ ㄋㄧㄠˇ,niǎo niǎo
11977,躡手躡腳,7,,4,1,5,ㄋㄧㄝˋ ㄕㄡˇ ㄋㄧㄝˋ ㄐㄧㄠˇ,niè shǒu niè jiǎo
11978,擰2,7,,4,2,6,ㄋㄧㄥˋ,nìng
11979,擰1,7,,4,2,6,ㄋㄧㄥˇ,nǐng
11980,凝固,7,,3,4,7,ㄋㄧㄥˊ ㄍㄨˋ,níng gù
11981,凝結,7,,4,9,13,ㄋㄧㄥˊ ㄐㄧㄝˊ,níng jié
11982,凝神,7,,4,0,4,ㄋㄧㄥˊ ㄕㄣˊ,níng shén
11983,凝望,7,,6,0,6,ㄋㄧㄥˊ ㄨㄤˋ,níng wàng
11984,凝重,7,,4,3,7,ㄋㄧㄥˊ ㄓㄨㄥˋ,níng zhòng
11985,扭頭,7,,3,0,3,ㄋㄧㄡˇ ㄊㄡˊ,niǔ tóu
11986,濃烈,7,,4,1,5,ㄋㄨㄥˊ ㄌㄧㄝˋ,nóng liè
11987,農舍,7,,4,3,7,ㄋㄨㄥˊ ㄕㄜˋ,nóng shè
11988,濃重,7,,3,1,4,ㄋㄨㄥˊ ㄓㄨㄥˋ,nóng zhòng
11989,農莊,7,,7,6,13,ㄋㄨㄥˊ ㄓㄨㄤ,nóng zhuāng
11990,奴才,7,,12,0,12,ㄋㄨˊ ㄘㄞˊ,nú cái
11991,怒罵,7,,3,0,3,ㄋㄨˋ ㄇㄚˋ,nù mà
11992,怒目,7,,3,1,4,ㄋㄨˋ ㄇㄨˋ,nù mù
11993,怒氣沖沖,7,,5,1,6,ㄋㄨˋ ㄑㄧˋ ㄔㄨㄥ ㄔㄨㄥ,nù qì chōng chōng
11994,奴役,7,,5,0,5,ㄋㄨˊ ㄧˋ,nú yì
11995,瘧疾,7,,5,11,16,ㄋㄩㄝˋ ㄐㄧˊ,nüè jí
11996,懦夫,7,,3,1,4,ㄋㄨㄛˋ ㄈㄨ,nuò fū
11997,偶發,7,,4,1,5,ㄡˇ ㄈㄚ,ǒu fā
11998,偶數,7,,2,0,2,ㄡˇ ㄕㄨˋ,ǒu shù
11999,扒2,7,,4,2,6,ㄆㄚˊ,pá
12000,拍案,7,,3,1,4,ㄆㄞ ㄢˋ,pāi àn
12001,派別,7,,3,4,7,ㄆㄞˋ ㄅㄧㄝˊ,pài bié
12002,排放,7,,3,42,45,ㄆㄞˊ ㄈㄤˋ,pái fàng
12003,排解,7,,3,2,5,ㄆㄞˊ ㄐㄧㄝˇ,pái jiě
12004,排遣,7,,2,1,3,ㄆㄞˊ ㄑㄧㄢˇ,pái qiǎn
12005,排山倒海,7,,3,1,4,ㄆㄞˊ ㄕㄢ ㄉㄠˇ ㄏㄞˇ,pái shān dǎo hǎi
12006,派頭,7,,2,1,3,ㄆㄞˋ ㄊㄡˊ,pài tóu
12007,排序,7,,5,2,7,ㄆㄞˊㄒㄩˋ,pái xù
12008,派駐,7,,3,2,5,ㄆㄞˋ ㄓㄨˋ,pài zhù
12009,畔,7,,19,18,37,ㄆㄢˋ,pàn
12010,判處,7,,4,1,5,ㄆㄢˋ ㄔㄨˇ,pàn chǔ
12011,攀登,7,,5,4,9,ㄆㄢ ㄉㄥ,pān dēng
12012,盤據,7,,4,3,7,ㄆㄢˊ ㄐㄩˋ,pán jù
12013,盤踞,7,,3,1,4,ㄆㄢˊ ㄐㄩˋ,pán jù
12014,攀升,7,,6,13,19,ㄆㄢ ㄕㄥ,pān shēng
12015,磐石,7,,3,3,6,ㄆㄢˊ ㄕˊ,pán shí
12016,攀談,7,,4,1,5,ㄆㄢ ㄊㄢˊ,pān tán
12017,叛徒,7,,5,1,6,ㄆㄢˋ ㄊㄨˊ,pàn tú
12018,盤問,7,,3,0,3,ㄆㄢˊ ㄨㄣˋ,pán wèn
12019,旁白,7,,4,1,5,ㄆㄤˊ ㄅㄞˊ,páng bái
12020,龐然大物,7,,2,1,3,ㄆㄤˊ ㄖㄢˊ ㄉㄚˋ ㄨˋ,páng rán dà wù
12021,螃蟹/蟹,7,,20,10,30,ㄆㄤˊ ㄒㄧㄝˋ/ㄒㄧㄝˋ,páng xiè/xiè
12022,龐雜,7,,2,2,4,ㄆㄤˊ ㄗㄚˊ,páng zá
12023,袍,7,,9,4,13,ㄆㄠˊ,páo
12024,泡泡,7,,4,8,12,ㄆㄠˋ ㄆㄠˋ,pào pào
12025,泡湯,7,,3,3,6,ㄆㄠˋ ㄊㄤ,pào tāng
12026,泡影,7,,2,1,3,ㄆㄠˋ ㄧㄥˇ,pào yǐng
12027,佩帶,7,,1,1,2,ㄆㄟˋ ㄉㄞˋ,pèi dài
12028,培根,7,,5,3,8,ㄆㄟˊ ㄍㄣ,péi gēn
12029,配給,7,,4,2,6,ㄆㄟˋ ㄐㄧˇ,pèi jǐ
12030,配件,7,,4,3,7,ㄆㄟˋ ㄐㄧㄢˋ,pèi jiàn
12031,賠錢,7,,3,4,7,ㄆㄟˊ ㄑㄧㄢˊ,péi qián
12032,配套,7,,3,3,6,ㄆㄟˋ ㄊㄠˋ,pèi tào
12033,培植,7,,4,2,6,ㄆㄟˊ ㄓˊ,péi zhí
12034,配置,7,,10,5,15,ㄆㄟˋ ㄓˋ,pèi zhì
12035,盆地,7,,5,9,14,ㄆㄣˊ ㄉㄧˋ,pén dì
12036,噴泉,7,,3,3,6,ㄆㄣ ㄑㄩㄢˊ,pēn quán
12037,噴射,7,,5,4,9,ㄆㄣ ㄕㄜˋ,pēn shè
12038,棚,7,,5,7,12,ㄆㄥˊ,péng
12039,碰壁,7,,2,1,3,ㄆㄥˋ ㄅㄧˋ,pèng bì
12040,捧場,7,,3,2,5,ㄆㄥˇ ㄔㄤˊ,pěng cháng
12041,澎湃,7,,6,3,9,ㄆㄥ ㄆㄞˋ,pēng pài
12042,蓬鬆,7,,3,2,5,ㄆㄥˊ ㄙㄨㄥ,péng sōng
12043,蓬頭,7,,3,3,6,ㄆㄥˊ ㄊㄡˊ,péng tóu
12044,匹2,7,,42,12,54,ㄆㄧˇ,pǐ
12045,疲憊不堪,7,,4,1,5,ㄆㄧˊ ㄅㄟˋ ㄅㄨˋ ㄎㄢ,pí bèi bù kān
12046,匹敵,7,,3,1,4,ㄆㄧˇ ㄉㄧˊ,pǐ dí
12047,疲乏,7,,4,1,5,ㄆㄧˊ ㄈㄚˊ,pí fá
12048,批發,7,,4,4,8,ㄆㄧ ㄈㄚ,pī fā
12049,皮革,7,,4,3,7,ㄆㄧˊ ㄍㄜˊ,pí gé
12050,癖好,7,,2,0,2,ㄆㄧˇ ㄏㄠˋ,pǐ hào
12051,披肩,7,,4,1,5,ㄆㄧ ㄐㄧㄢ,pī jiān
12052,僻靜,7,,2,1,3,ㄆㄧˋ ㄐㄧㄥˋ,pì jìng
12053,霹靂,7,,5,2,7,ㄆㄧ ㄌㄧˋ,pī lì
12054,披露,7,,4,2,6,ㄆㄧ ㄌㄨˋ,pī lù
12055,皮毛,7,,4,2,6,ㄆㄧˊ ㄇㄠˊ,pí máo
12056,媲美,7,,4,4,8,ㄆㄧˋ ㄇㄟˇ,pì měi
12057,匹配,7,,3,1,4,ㄆㄧˇ ㄆㄟˋ,pǐ pèi
12058,皮球,7,,2,2,4,ㄆㄧˊ ㄑㄧㄡˊ,pí qiú
12059,皮肉,7,,3,1,4,ㄆㄧˊ ㄖㄡˋ,pí ròu
12060,劈頭,7,,4,0,4,ㄆㄧ ㄊㄡˊ,pī tóu
12061,疲於奔命,7,,3,2,5,ㄆㄧˊ ㄩˊ ㄅㄣ ㄇㄧㄥˋ,pí yú bēn mìng
12062,偏激,7,,3,1,4,ㄆㄧㄢ ㄐㄧ,piān jī
12063,騙局,7,,3,1,4,ㄆㄧㄢˋ ㄐㄩˊ,piàn jú
12064,片面,7,,3,3,6,ㄆㄧㄢˋ ㄇㄧㄢˋ,piàn miàn
12065,翩翩,7,,5,1,6,ㄆㄧㄢ ㄆㄧㄢ,piān piān
12066,偏頗,7,,4,1,5,ㄆㄧㄢ ㄆㄛˇ,piān pǒ
12067,偏袒,7,,3,1,4,ㄆㄧㄢ ㄊㄢˇ,piān tǎn
12068,篇章,7,,4,4,8,ㄆㄧㄢ ㄓㄤ,piān zhāng
12069,偏執,7,,5,1,6,ㄆㄧㄢ ㄓˊ,piān zhí
12070,偏重,7,,4,2,6,ㄆㄧㄢ ㄓㄨㄥˋ,piān zhòng
12071,瓢,7,,7,5,12,ㄆㄧㄠˊ,piáo
12072,瞟,7,,3,0,3,ㄆㄧㄠˇ,piǎo
12073,漂泊,7,,4,4,8,ㄆㄧㄠ ㄅㄛˊ,piāo bó
12074,飄蕩,7,,3,1,4,ㄆㄧㄠ ㄉㄤˋ,piāo dàng
12075,飄動,7,,3,1,4,ㄆㄧㄠ ㄉㄨㄥˋ,piāo dòng
12076,飄浮,7,,5,2,7,ㄆㄧㄠ ㄈㄨˊ,piāo fú
12077,飄忽,7,,3,1,4,ㄆㄧㄠ ㄏㄨ,piāo hū
12078,漂流,7,,6,12,18,ㄆㄧㄠ ㄌㄧㄡˊ,piāo liú
12079,飄落,7,,3,1,4,ㄆㄧㄠ ㄌㄨㄛˋ,piāo luò
12080,飄飄然,7,,3,2,5,ㄆㄧㄠ ㄆㄧㄠ ㄖㄢˊ,piāo piāo rán
12081,飄然,7,,3,0,3,ㄆㄧㄠ ㄖㄢˊ,piāo rán
12082,飄散,7,,3,4,7,ㄆㄧㄠ ㄙㄢˋ,piāo sàn
12083,飄揚,7,,4,3,7,ㄆㄧㄠ ㄧㄤˊ,piāo yáng
12084,飄逸,7,,2,2,4,ㄆㄧㄠ ㄧˋ,piāo yì
12085,撇2,7,,5,7,12,ㄆㄧㄝˇ,piě
12086,撇1,7,,5,7,12,ㄆㄧㄝ,piē
12087,撇開,7,,4,1,5,ㄆㄧㄝ ㄎㄞ,piē kāi
12088,拼湊,7,,4,3,7,ㄆㄧㄣ ㄘㄡˋ,pīn còu
12089,貧瘠,7,,4,10,14,ㄆㄧㄣˊ ㄐㄧˊ,pín jí
12090,貧賤,7,,3,1,4,ㄆㄧㄣˊ ㄐㄧㄢˋ,pín jiàn
12091,貧民,7,,3,5,8,ㄆㄧㄣˊ ㄇㄧㄣˊ,pín mín
12092,貧民窟,7,,3,9,12,ㄆㄧㄣˊ ㄇㄧㄣˊ ㄎㄨ,pín mín kū
12093,平白,7,,2,1,3,ㄆㄧㄥˊ ㄅㄞˊ,píng bái
12094,評比,7,,3,4,7,ㄆㄧㄥˊ ㄅㄧˇ,píng bǐ
12095,平淡無奇,7,,2,1,3,ㄆㄧㄥˊ ㄉㄢˋ ㄨˊ ㄑㄧˊ,píng dàn wú qí
12096,平定,7,,14,1,15,ㄆㄧㄥˊ ㄉㄧㄥˋ,píng dìng
12097,評定,7,,3,0,3,ㄆㄧㄥˊ ㄉㄧㄥˋ,píng dìng
12098,平反,7,,6,1,7,ㄆㄧㄥˊ ㄈㄢ,píng fān
12099,平房,7,,3,1,4,ㄆㄧㄥˊ ㄈㄤˊ,píng fáng
12100,平分,7,,2,1,3,ㄆㄧㄥˊ ㄈㄣ,píng fēn
12101,評分,7,,5,3,8,ㄆㄧㄥˊ ㄈㄣ,píng fēn
12102,平復,7,,3,2,5,ㄆㄧㄥˊ ㄈㄨˋ,píng fù
12103,平衡點,7,,3,7,10,ㄆㄧㄥˊ ㄏㄥˊ ㄉㄧㄢˇ,píng héng diǎn
12104,平緩,7,,3,6,9,ㄆㄧㄥˊ ㄏㄨㄢˇ,píng huǎn
12105,評鑑,7,,12,9,21,ㄆㄧㄥˊ ㄐㄧㄢˋ,píng jiàn
12106,憑空,7,,5,2,7,ㄆㄧㄥˊ ㄎㄨㄥ,píng kōng
12107,評判,7,,4,1,5,ㄆㄧㄥˊ ㄆㄢˋ,píng pàn
12108,平平,7,,4,5,9,ㄆㄧㄥˊ ㄆㄧㄥˊ,píng píng
12109,平生,7,,7,1,8,ㄆㄧㄥˊ ㄕㄥ,píng shēng
12110,平實,7,,2,2,4,ㄆㄧㄥˊ ㄕˊ,píng shí
